Timestamp,EAR,MAR,Event
2025-01-27 16:13:33,0.1711544424206632,0.13231630208566622,Drowsiness Alert
2025-01-27 16:34:46,0.1771710696612801,0.11126288986493815,Drowsiness Alert
2025-01-27 16:35:14,0.15513052432763946,0.1483182566310238,Drowsiness Alert
2025-01-27 16:35:22,0.18572998394561366,0.13215911976219952,Drowsiness Alert
2025-01-27 16:35:46,0.18884555565303196,0.12639603227807675,Drowsiness Alert
2025-01-27 16:35:49,0.15880430038827925,0.11388844950528622,Drowsiness Alert
2025-01-27 16:42:06,0.15762536499357882,0.07662396683224483,Drowsiness Alert
2025-01-27 16:42:11,0.15797319753141964,0.1159486953760041,Drowsiness Alert
2025-01-27 16:42:18,0.11313723551866539,0.10798644419890087,Drowsiness Alert
2025-01-27 16:42:22,0.15981782160872776,0.10756295350653608,Drowsiness Alert
2025-01-27 16:42:41,0.14982772857545712,0.09334828725370571,Drowsiness Alert
2025-01-27 16:42:45,0.1755393418065443,0.07718430415356878,Drowsiness Alert
2025-01-27 16:42:48,0.17268733533621217,0.09820344654820719,Drowsiness Alert
2025-01-27 16:42:52,0.18095611976795795,0.10991680052085448,Drowsiness Alert
2025-01-27 16:43:00,0.12926538880517868,0.10140668540437037,Drowsiness Alert
2025-01-27 16:43:36,0.19642253597697162,0.09691033331380887,Drowsiness Alert
2025-01-27 16:43:50,0.17137146323890273,0.10176302369724183,Drowsiness Alert
2025-01-27 16:43:53,0.13436983670214958,0.08238076973305171,Drowsiness Alert
2025-01-27 17:45:08,0.1967710697257712,0.11640826841660439,Drowsiness Alert
2025-01-27 17:45:22,0.13265797701804616,0.10359890641335218,Drowsiness Alert
2025-01-27 17:45:35,0.12016252799246156,0.10359890641335218,Drowsiness Alert
2025-01-27 17:45:38,0.143881703392435,0.1027635384150731,Drowsiness Alert
2025-01-27 17:45:58,0.18894717929123472,0.12903225806451613,Drowsiness Alert
2025-01-27 17:49:59,0.14033441573961508,0.10146200360518744,Drowsiness Alert
2025-01-27 18:02:59,0.16687354656393638,0.16693941727485523,Drowsiness Alert
2025-01-27 18:03:02,0.13718607984168577,0.1184108028325697,Drowsiness Alert
2025-01-27 18:03:53,0.08544638998578705,0.07378022617038975,Drowsiness Alert
2025-01-27 18:03:57,0.1705238316009085,0.11157184170779366,Drowsiness Alert
2025-01-27 18:04:00,0.16728777807338813,0.1199573560754125,Drowsiness Alert
2025-01-27 18:04:20,0.14902426304075667,0.10617537166910045,Drowsiness Alert
2025-01-27 18:04:32,0.11316614852049718,0.05363193363315767,Drowsiness Alert
2025-01-27 18:04:36,0.1553133679957937,0.056019653418249424,Drowsiness Alert
2025-01-27 18:05:04,0.13378545239484999,0.07892004626469847,Drowsiness Alert
2025-01-27 18:05:07,0.18392585843064138,0.09310771399242632,Drowsiness Alert
2025-01-27 18:05:11,0.1718851171995374,0.1596606366320314,Drowsiness Alert
2025-01-27 18:05:14,0.15091780204272842,0.11874431920239617,Drowsiness Alert
2025-01-27 18:05:18,0.1388090086386563,0.11262639807887295,Drowsiness Alert
2025-01-27 18:05:25,0.1321438927820387,0.036102677614266006,Drowsiness Alert
2025-01-27 18:05:35,0.14896543941293844,0.049910242273288934,Drowsiness Alert
2025-01-27 18:05:39,0.15002175825287647,0.09876124356116417,Drowsiness Alert
2025-01-27 18:05:42,0.17949782062457434,0.08505638742090973,Drowsiness Alert
2025-01-27 18:06:45,0.19328302435111766,0.05916445007027063,Drowsiness Alert
2025-01-27 18:06:49,0.19473993669971373,0.019380779977396834,Drowsiness Alert
2025-01-27 18:06:55,0.1944185694938375,0.14903634720905004,Yawning Detected
2025-01-27 18:06:58,0.3425167346662059,0.15317516979486923,Yawning Detected
2025-01-27 18:07:06,0.14811786923873993,0.07024861936219895,Drowsiness Alert
2025-01-27 18:07:10,0.167989466893438,0.05555212651777458,Drowsiness Alert
2025-01-27 18:07:13,0.15298944913690166,0.10113626466646684,Drowsiness Alert
2025-01-27 18:07:17,0.16600560658196833,0.11534670356647861,Drowsiness Alert
2025-01-27 18:07:21,0.23106729978564947,0.12394175501498006,Yawning Detected
2025-01-27 18:07:26,0.15492282654941764,0.10950372768525478,Drowsiness Alert
2025-01-27 18:07:29,0.18978946524466542,0.07842453126883038,Drowsiness Alert
2025-01-27 18:07:33,0.18328355910530902,0.07961621941231026,Drowsiness Alert
2025-01-27 18:07:36,0.18128551787084854,0.097447331769297,Drowsiness Alert
2025-01-27 18:07:40,0.15236651337083884,0.07774761482451317,Drowsiness Alert
2025-01-27 18:07:43,0.17119026593034462,0.11973421894279308,Drowsiness Alert
2025-01-27 18:07:47,0.19310135719004917,0.04884096621845312,Drowsiness Alert
2025-01-27 18:07:50,0.13773100832035517,0.031222908534136,Drowsiness Alert
2025-01-27 18:08:00,0.11794093637683173,0.13685021269893088,Yawning Detected
2025-01-27 18:08:04,0.14514910068483722,0.0636603997429524,Drowsiness Alert
2025-01-27 18:08:08,0.18035184727098114,0.08177514292416424,Drowsiness Alert
2025-01-27 18:08:11,0.09594691471553697,0.08407106118064818,Drowsiness Alert
2025-01-27 18:08:15,0.18808068228240826,0.10673105312263138,Drowsiness Alert
2025-01-27 18:08:18,0.15992397386065998,0.11828476087844887,Drowsiness Alert
2025-01-27 18:08:22,0.15108438814361863,0.09650225238275242,Drowsiness Alert
2025-02-07 23:48:36,0.21081851067789195,0.1314916324339353,Yawning Detected
2025-02-07 23:48:45,0.18171511442402985,0.13616036986066565,Yawning Detected
2025-02-07 23:48:54,0.18425693308656477,0.13757507186921067,Yawning Detected
2025-02-07 23:48:58,0.18463750103224563,0.14610833531263503,Yawning Detected
2025-02-07 23:49:02,0.23323397235106824,0.1545845293063805,Yawning Detected
2025-02-07 23:49:05,0.23170194344271478,0.13287375190744732,Yawning Detected
2025-02-07 23:50:20,0.14555288800903096,0.0866757772121482,Drowsiness Alert
2025-02-07 23:50:24,0.1355995615266502,0.07684513187842548,Drowsiness Alert
2025-02-07 23:50:27,0.17839795806596437,0.09086737992230741,Drowsiness Alert
2025-02-07 23:50:39,0.2798443021088435,0.14032928308912468,Yawning Detected
2025-02-07 23:50:56,0.2386083067566516,0.12299899800528122,Yawning Detected
2025-02-07 23:51:06,0.1435641313649721,0.07476808383093739,Drowsiness Alert
